"","Length","OpCode","Species","Family","Genus","Code","deployment_ID"
"329",303.055,"BEN_3011","Pollack","Gadidae","Pollachius",126440,"3011"
"330",133.79,"BEN_3011","Edible_crab","Cancridae","Cancer",107276,"3011"
"331",1092.876,"BEN_3011","Nursehound","Scyliorhinidae","Scyliorhinus",105814,"3011"
"332",175.748,"BEN_3011","Poor_cod","Gadidae","Trisopterus",126445,"3011"
"333",130.253,"BEN_3011","Poor_cod","Gadidae","Trisopterus",126445,"3011"
"334",184.716,"BEN_3011","Poor_cod","Gadidae","Trisopterus",126445,"3011"
"335",137.974,"BEN_3011","Poor_cod","Gadidae","Trisopterus",126445,"3011"
"336",254.769,"BEN_3011","Cuckoo_wrasse","Labridae","Labrus",151501,"3011"
"337",296.134,"BEN_3011","Cuckoo_wrasse","Labridae","Labrus",151501,"3011"
"338",189.699,"BEN_3011","Cuckoo_wrasse","Labridae","Labrus",151501,"3011"
"339",837.439,"BEN_3011","Nursehound","Scyliorhinidae","Scyliorhinus",105814,"3011"
"340",306.162,"BEN_3011","Cuckoo_wrasse","Labridae","Labrus",151501,"3011"
"341",117.314,"BEN_3011","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3011"
"342",318.365,"BEN_3012","Cuckoo_wrasse","Labridae","Labrus",151501,"3012"
"343",326.106,"BEN_3012","Pollack","Gadidae","Pollachius",126440,"3012"
"344",656.715,"BEN_3012","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3012"
"345",1030.673,"BEN_3012","Nursehound","Scyliorhinidae","Scyliorhinus",105814,"3012"
"346",358.044,"BEN_3013","Pollack","Gadidae","Pollachius",126440,"3013"
"347",614.672,"BEN_3013","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3013"
"348",516.608,"BEN_3014","Pollack","Gadidae","Pollachius",126440,"3014"
"349",521.388,"BEN_3014","Pollack","Gadidae","Pollachius",126440,"3014"
"350",347.341,"BEN_3014","Pollack","Gadidae","Pollachius",126440,"3014"
"351",562.39,"BEN_3014","Pollack","Gadidae","Pollachius",126440,"3014"
"352",137.889,"BEN_3014","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3014"
"353",500.134,"BEN_3015","Pollack","Gadidae","Pollachius",126440,"3015"
"354",301.026,"BEN_3015","Cuckoo_wrasse","Labridae","Labrus",151501,"3015"
"355",893.021,"BEN_3015","Nursehound","Scyliorhinidae","Scyliorhinus",105814,"3015"
"356",250.222,"BEN_3016","Ballan_wrasse","Labridae","Labrus",126965,"3016"
"357",563.326,"BEN_3016","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3016"
"358",519.585,"BEN_3016","Pollack","Gadidae","Pollachius",126440,"3016"
"359",232.212,"BEN_3016","Cuckoo_wrasse","Labridae","Labrus",151501,"3016"
"360",248.445,"BEN_3019","Pollack","Gadidae","Pollachius",126440,"3019"
"361",221.399,"BEN_3019","Pollack","Gadidae","Pollachius",126440,"3019"
"362",260.27,"BEN_3019","Pollack","Gadidae","Pollachius",126440,"3019"
"363",341.578,"BEN_3019","Pollack","Gadidae","Pollachius",126440,"3019"
"364",231.701,"BEN_3019","Pollack","Gadidae","Pollachius",126440,"3019"
"365",206.756,"BEN_3019","Pollack","Gadidae","Pollachius",126440,"3019"
"366",226.794,"BEN_3019","Pollack","Gadidae","Pollachius",126440,"3019"
"367",260.52,"BEN_3019","Pollack","Gadidae","Pollachius",126440,"3019"
"368",215.17,"BEN_3019","Pollack","Gadidae","Pollachius",126440,"3019"
"369",246.612,"BEN_3019","Pollack","Gadidae","Pollachius",126440,"3019"
"370",221.668,"BEN_3019","Pollack","Gadidae","Pollachius",126440,"3019"
"371",229.822,"BEN_3019","Pollack","Gadidae","Pollachius",126440,"3019"
"372",211.445,"BEN_3019","Pollack","Gadidae","Pollachius",126440,"3019"
"373",212.664,"BEN_3019","Pollack","Gadidae","Pollachius",126440,"3019"
"374",178.165,"BEN_3019","Cuckoo_wrasse","Labridae","Labrus",151501,"3019"
"375",309.246,"BEN_3019","Cuckoo_wrasse","Labridae","Labrus",151501,"3019"
"376",150.94,"BEN_3019","Poor_cod","Gadidae","Trisopterus",126445,"3019"
"377",210.291,"BEN_3019","Poor_cod","Gadidae","Trisopterus",126445,"3019"
"378",129.466,"BEN_3019","Poor_cod","Gadidae","Trisopterus",126445,"3019"
"379",157.654,"BEN_3019","Poor_cod","Gadidae","Trisopterus",126445,"3019"
"380",138.105,"BEN_3019","Rock_cook","Labridae","Centrolabrus",126961,"3019"
"381",363.603,"BEN_3025","Pollack","Gadidae","Pollachius",126440,"3025"
"382",315.698,"BEN_3025","Pollack","Gadidae","Pollachius",126440,"3025"
"383",359.983,"BEN_3025","Pollack","Gadidae","Pollachius",126440,"3025"
"384",288.889,"BEN_3025","Pollack","Gadidae","Pollachius",126440,"3025"
"385",390.03,"BEN_3025","Pollack","Gadidae","Pollachius",126440,"3025"
"386",162.271,"BEN_3025","Cuckoo_wrasse","Labridae","Labrus",151501,"3025"
"387",239.454,"BEN_3025","Cuckoo_wrasse","Labridae","Labrus",151501,"3025"
"388",721.712,"BEN_3025","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3025"
"389",296.212,"BEN_3027","Ballan_wrasse","Labridae","Labrus",126965,"3027"
"390",225.788,"BEN_3027","Pollack","Gadidae","Pollachius",126440,"3027"
"391",220.332,"BEN_3027","Pollack","Gadidae","Pollachius",126440,"3027"
"392",224.9,"BEN_3027","Pollack","Gadidae","Pollachius",126440,"3027"
"393",190.694,"BEN_3027","Pollack","Gadidae","Pollachius",126440,"3027"
"394",136.67,"BEN_3027","Poor_cod","Gadidae","Trisopterus",126445,"3027"
"395",188.882,"BEN_3027","Pouting","Gadidae","Trisopterus",126446,"3027"
"396",238.896,"BEN_3027","Cuckoo_wrasse","Labridae","Labrus",151501,"3027"
"397",318.975,"BEN3031","Ballan_wrasse","Labridae","Labrus",126965,"3031"
"398",468.153,"BEN3031","Ballan_wrasse","Labridae","Labrus",126965,"3031"
"399",138.299,"BEN3031","Common_spiny_lobster","Palinuridae","Palinurus",107703,"3031"
"400",439.497,"BEN3031","Ballan_wrasse","Labridae","Labrus",126965,"3031"
"401",466.829,"BEN3031","Pollack","Gadidae","Pollachius",126440,"3031"
"402",390.982,"BEN3031","Ballan_wrasse","Labridae","Labrus",126965,"3031"
"403",402.973,"BEN3031","Pollack","Gadidae","Pollachius",126440,"3031"
"404",314.353,"BEN3031","Pollack","Gadidae","Pollachius",126440,"3031"
"405",385.324,"BEN3031","Pollack","Gadidae","Pollachius",126440,"3031"
"406",362.336,"BEN3031","Pollack","Gadidae","Pollachius",126440,"3031"
"407",329.186,"BEN_3032","Pollack","Gadidae","Pollachius",126440,"3032"
"408",392.895,"BEN_3032","Pollack","Gadidae","Pollachius",126440,"3032"
"409",341.32,"BEN_3032","Pollack","Gadidae","Pollachius",126440,"3032"
"410",359.856,"BEN_3032","Pollack","Gadidae","Pollachius",126440,"3032"
"411",312.827,"BEN_3032","Pollack","Gadidae","Pollachius",126440,"3032"
"412",396.137,"BEN_3032","Pollack","Gadidae","Pollachius",126440,"3032"
"413",325.024,"BEN_3032","Pollack","Gadidae","Pollachius",126440,"3032"
"414",438.628,"BEN_3032","Pollack","Gadidae","Pollachius",126440,"3032"
"415",355.498,"BEN_3032","Pollack","Gadidae","Pollachius",126440,"3032"
"416",316.926,"BEN_3032","Pollack","Gadidae","Pollachius",126440,"3032"
"417",452.367,"BEN_3032","Pollack","Gadidae","Pollachius",126440,"3032"
"418",404.786,"BEN_3032","Pollack","Gadidae","Pollachius",126440,"3032"
"419",327.059,"BEN_3032","Ballan_wrasse","Labridae","Labrus",126965,"3032"
"420",244.436,"BEN_3032","Cuckoo_wrasse","Labridae","Labrus",151501,"3032"
"421",424.221,"BEN_3032","Pollack","Gadidae","Pollachius",126440,"3032"
"422",319.433,"BEN_3032","Cuckoo_wrasse","Labridae","Labrus",151501,"3032"
"423",398.906,"BEN_3032","Pollack","Gadidae","Pollachius",126440,"3032"
"424",255.174,"BEN_3032","Cuckoo_wrasse","Labridae","Labrus",151501,"3032"
"425",542.392,"BEN_3032","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3032"
"426",563.479,"BEN_3032","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3032"
"427",584.876,"BEN_3032","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3032"
"428",305.194,"BEN_3032","Three_bearded_rockling","Gaidropsaridae","Gaidropsarus",126458,"3032"
"429",199.147,"BEN_3032","Poor_cod","Gadidae","Trisopterus",126445,"3032"
"430",156.521,"BEN_3032","Poor_cod","Gadidae","Trisopterus",126445,"3032"
"431",206.738,"BEN_3032","Poor_cod","Gadidae","Trisopterus",126445,"3032"
"432",246.19,"BEN_3032","Ballan_wrasse","Labridae","Labrus",126965,"3032"
"433",450.63,"BEN3033","Pollack","Gadidae","Pollachius",126440,"3033"
"434",522.654,"BEN3033","Pollack","Gadidae","Pollachius",126440,"3033"
"435",510.763,"BEN3033","Pollack","Gadidae","Pollachius",126440,"3033"
"436",397.749,"BEN3033","Pollack","Gadidae","Pollachius",126440,"3033"
"437",542.203,"BEN3033","Conger_eel","Congridae","Conger",126285,"3033"
"438",134.968,"BEN3033","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3033"
"439",124.701,"BEN3033","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3033"
"440",254.769,"BEN3033","Poor_cod","Gadidae","Trisopterus",126445,"3033"
"441",129.184,"BEN3033","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3033"
"442",163.883,"BEN3033","Poor_cod","Gadidae","Trisopterus",126445,"3033"
"443",132.413,"BEN3033","Rock_cook","Labridae","Centrolabrus",126961,"3033"
"444",111.06,"BEN3033","Common_spiny_lobster","Palinuridae","Palinurus",107703,"3033"
"445",97.613,"BEN3033","Rock_cook","Labridae","Centrolabrus",126961,"3033"
"446",110.811,"BEN3033","Common_spiny_lobster","Palinuridae","Palinurus",107703,"3033"
"447",127.129,"BEN3033","Common_spiny_lobster","Palinuridae","Palinurus",107703,"3033"
"448",128.979,"BEN3033","Common_spiny_lobster","Palinuridae","Palinurus",107703,"3033"
"449",233.235,"BEN3033","Cuckoo_wrasse","Labridae","Labrus",151501,"3033"
"450",235.783,"BEN3033","Cuckoo_wrasse","Labridae","Labrus",151501,"3033"
"451",165.189,"BEN3033","Cuckoo_wrasse","Labridae","Labrus",151501,"3033"
"452",85.604,"BEN3033","Common_spiny_lobster","Palinuridae","Palinurus",107703,"3033"
"453",83.102,"BEN3033","European_lobster","Nephropidae","Homarus",107253,"3033"
"454",236.466,"BEN3033","Ballan_wrasse","Labridae","Labrus",126965,"3033"
"455",194.688,"BEN3033","Ballan_wrasse","Labridae","Labrus",126965,"3033"
"456",238.975,"BEN3033","Ballan_wrasse","Labridae","Labrus",126965,"3033"
"457",205.469,"BEN3033","Ballan_wrasse","Labridae","Labrus",126965,"3033"
"458",204.659,"BEN3033","Ballan_wrasse","Labridae","Labrus",126965,"3033"
"459",212.327,"BEN3033","Ballan_wrasse","Labridae","Labrus",126965,"3033"
"460",234.461,"BEN3033","Ballan_wrasse","Labridae","Labrus",126965,"3033"
"461",309.378,"BEN3033","Ballan_wrasse","Labridae","Labrus",126965,"3033"
"462",245.721,"BEN3036","Pollack","Gadidae","Pollachius",126440,"3036"
"463",371.862,"BEN3036","Pollack","Gadidae","Pollachius",126440,"3036"
"464",208.888,"BEN3036","Pollack","Gadidae","Pollachius",126440,"3036"
"465",255.824,"BEN3036","Pollack","Gadidae","Pollachius",126440,"3036"
"466",243.135,"BEN3036","Pollack","Gadidae","Pollachius",126440,"3036"
"467",271.391,"BEN3036","Pollack","Gadidae","Pollachius",126440,"3036"
"468",337.044,"BEN3036","Pollack","Gadidae","Pollachius",126440,"3036"
"469",238.181,"BEN3036","Ballan_wrasse","Labridae","Labrus",126965,"3036"
"470",269.27,"BEN3036","Red_mullet","Mullidae","Mullus",126986,"3036"
"471",176.217,"BEN3036","Red_mullet","Mullidae","Mullus",126986,"3036"
"472",246.997,"BEN3036","Saithe","Gadidae","Pollachius",126441,"3036"
"473",304.171,"BEN3036","Cuckoo_wrasse","Labridae","Labrus",151501,"3036"
"474",255.239,"BEN3036","Ballan_wrasse","Labridae","Labrus",126965,"3036"
"475",127.746,"BEN3036","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3036"
"476",140.596,"BEN3036","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3036"
"477",110.935,"BEN3036","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3036"
"478",230.039,"BEN3036","Cuckoo_wrasse","Labridae","Labrus",151501,"3036"
"479",350.922,"BEN3036","Three_bearded_rockling","Gaidropsaridae","Gaidropsarus",126458,"3036"
"480",170.092,"BEN3036","Poor_cod","Gadidae","Trisopterus",126445,"3036"
"481",93.072,"BEN3036","Poor_cod","Gadidae","Trisopterus",126445,"3036"
"482",80.183,"BEN3036","Poor_cod","Gadidae","Trisopterus",126445,"3036"
"483",95.762,"BEN3036","Poor_cod","Gadidae","Trisopterus",126445,"3036"
"484",134.747,"BEN3036","Poor_cod","Gadidae","Trisopterus",126445,"3036"
"485",121.038,"BEN3036","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3036"
"486",768.425,"BEN3036","Nursehound","Scyliorhinidae","Scyliorhinus",105814,"3036"
"487",748.891,"BEN3036","Nursehound","Scyliorhinidae","Scyliorhinus",105814,"3036"
"488",531.7,"BEN3036","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3036"
"489",550.123,"BEN3036","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3036"
"490",605.485,"BEN3036","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3036"
"491",131.324,"BEN3036","Common_spiny_lobster","Palinuridae","Palinurus",107703,"3036"
"492",132.978,"BEN3037","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3037"
"493",118.772,"BEN3037","Rock_cook","Labridae","Centrolabrus",126961,"3037"
"494",122.658,"BEN3037","Rock_cook","Labridae","Centrolabrus",126961,"3037"
"495",119.793,"BEN3037","Rock_cook","Labridae","Centrolabrus",126961,"3037"
"496",134.976,"BEN3037","Rock_cook","Labridae","Centrolabrus",126961,"3037"
"497",171.895,"BEN3037","Cuckoo_wrasse","Labridae","Labrus",151501,"3037"
"498",181.647,"BEN3037","Poor_cod","Gadidae","Trisopterus",126445,"3037"
"499",180.813,"BEN3037","Poor_cod","Gadidae","Trisopterus",126445,"3037"
"500",188.072,"BEN3037","Poor_cod","Gadidae","Trisopterus",126445,"3037"
"501",174.936,"BEN3037","Poor_cod","Gadidae","Trisopterus",126445,"3037"
"502",295.077,"BEN3037","Ballan_wrasse","Labridae","Labrus",126965,"3037"
"503",535.496,"BEN3037","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3037"
"504",188.529,"BEN3037","Pollack","Gadidae","Pollachius",126440,"3037"
"505",287.951,"BEN3037","Pollack","Gadidae","Pollachius",126440,"3037"
"506",303.909,"BEN3037","Pollack","Gadidae","Pollachius",126440,"3037"
"507",136.336,"BEN3038","Rock_cook","Labridae","Centrolabrus",126961,"3038"
"508",265.398,"BEN3038","Ballan_wrasse","Labridae","Labrus",126965,"3038"
"509",210.515,"BEN3038","Ballan_wrasse","Labridae","Labrus",126965,"3038"
"510",274.965,"BEN3038","Ballan_wrasse","Labridae","Labrus",126965,"3038"
"511",235.799,"BEN3038","Ballan_wrasse","Labridae","Labrus",126965,"3038"
"512",186.791,"BEN3038","Cuckoo_wrasse","Labridae","Labrus",151501,"3038"
"513",288.125,"BEN3038","Pollack","Gadidae","Pollachius",126440,"3038"
"514",258.373,"BEN3038","Pollack","Gadidae","Pollachius",126440,"3038"
"515",276.694,"BEN3038","Pollack","Gadidae","Pollachius",126440,"3038"
"516",320.478,"BEN3038","Pollack","Gadidae","Pollachius",126440,"3038"
"517",403.955,"BEN_3039","Pollack","Gadidae","Pollachius",126440,"3039"
"518",506.274,"BEN_3039","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3039"
"519",510.565,"BEN_3039","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3039"
"520",191.561,"BEN_3039","Ballan_wrasse","Labridae","Labrus",126965,"3039"
"521",140.876,"BEN_3039","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3039"
"522",394.109,"BEN_3040","Pollack","Gadidae","Pollachius",126440,"3040"
"523",272.927,"BEN_3040","Ballan_wrasse","Labridae","Labrus",126965,"3040"
"524",140.514,"BEN_3041","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3041"
"525",400.384,"BEN_3041","Pollack","Gadidae","Pollachius",126440,"3041"
"526",331.372,"BEN_3041","Pollack","Gadidae","Pollachius",126440,"3041"
"527",341.526,"BEN_3041","Pollack","Gadidae","Pollachius",126440,"3041"
"528",186.207,"BEN_3041","Poor_cod","Gadidae","Trisopterus",126445,"3041"
"529",272.484,"BEN_3041","Cuckoo_wrasse","Labridae","Labrus",151501,"3041"
"530",253.708,"BEN_3041","Cuckoo_wrasse","Labridae","Labrus",151501,"3041"
"531",402.552,"BEN_3041","Ballan_wrasse","Labridae","Labrus",126965,"3041"
"532",284.26,"BEN_3041","Ballan_wrasse","Labridae","Labrus",126965,"3041"
"533",757.017,"BEN_3041","Conger_eel","Congridae","Conger",126285,"3041"
"534",837.212,"BEN_3041","Nursehound","Scyliorhinidae","Scyliorhinus",105814,"3041"
"535",568.278,"BEN_3041","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3041"
"536",120.248,"BEN_3041","Common_spiny_lobster","Palinuridae","Palinurus",107703,"3041"
"537",642.785,"BEN_3042","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3042"
"538",612.111,"BEN_3042","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3042"
"539",700.988,"BEN_3042","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3042"
"540",169.675,"BEN_3042","Edible_crab","Cancridae","Cancer",107276,"3042"
"541",157.027,"BEN_3042","Edible_crab","Cancridae","Cancer",107276,"3042"
"542",112.51,"BEN_3042","Edible_crab","Cancridae","Cancer",107276,"3042"
"543",136.062,"BEN_3042","Edible_crab","Cancridae","Cancer",107276,"3042"
"544",1243.393,"BEN_3042","Tope","Triakidae","Galeorhinus",105820,"3042"
"545",159.44,"BEN_3043","Edible_crab","Cancridae","Cancer",107276,"3043"
"546",118.102,"BEN_3043","Edible_crab","Cancridae","Cancer",107276,"3043"
"547",137.802,"BEN_3043","Edible_crab","Cancridae","Cancer",107276,"3043"
"548",557.202,"BEN_3043","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3043"
"549",620.943,"BEN_3044","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3044"
"550",558.671,"BEN_3044","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3044"
"551",603.721,"BEN_3044","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3044"
"552",162.414,"BEN_3045","Saithe","Gadidae","Pollachius",126441,"3045"
"553",631.709,"BEN_3045","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3045"
"554",168.043,"BEN_3045","Common_spiny_lobster","Palinuridae","Palinurus",107703,"3045"
"555",293.628,"BEN_3047","Atlantic_mackerel","Scombridae","Scomber",127023,"3047"
"556",158.015,"BEN_3047","Edible_crab","Cancridae","Cancer",107276,"3047"
"557",530.148,"BEN_3048","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3048"
"558",566.335,"BEN_3048","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3048"
"559",137.815,"BEN_3048","Edible_crab","Cancridae","Cancer",107276,"3048"
"560",165.325,"BEN_3048","Edible_crab","Cancridae","Cancer",107276,"3048"
"561",140.629,"BEN_3048","Edible_crab","Cancridae","Cancer",107276,"3048"
"562",566.742,"BEN_3049","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3049"
"563",613.001,"BEN_3049","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3049"
"564",125.069,"BEN_3049","Edible_crab","Cancridae","Cancer",107276,"3049"
"565",135.271,"BEN_3049","Edible_crab","Cancridae","Cancer",107276,"3049"
"566",148.348,"BEN_3049","Edible_crab","Cancridae","Cancer",107276,"3049"
"567",146.235,"BEN_3049","Edible_crab","Cancridae","Cancer",107276,"3049"
"568",322.884,"BEN_3049","Tub_gurnard","Triglidae","Chelidonichthys",127262,"3049"
"569",141.241,"BEN_3050","Edible_crab","Cancridae","Cancer",107276,"3050"
"570",543.571,"BEN_3050","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3050"
"571",309.486,"BEN_3050","Atlantic_mackerel","Scombridae","Scomber",127023,"3050"
"572",130.421,"BEN_3050","Spiny_spider_crab","Majidae","Maja",107347,"3050"
"573",150.349,"BEN_3051","Poor_cod","Gadidae","Trisopterus",126445,"3051"
"574",179.222,"BEN_3051","Poor_cod","Gadidae","Trisopterus",126445,"3051"
"575",128.097,"BEN_3051","Poor_cod","Gadidae","Trisopterus",126445,"3051"
"576",149.886,"BEN_3051","Poor_cod","Gadidae","Trisopterus",126445,"3051"
"577",134.981,"BEN_3051","Poor_cod","Gadidae","Trisopterus",126445,"3051"
"578",174.118,"BEN_3051","Poor_cod","Gadidae","Trisopterus",126445,"3051"
"579",75.833,"BEN_3051","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3051"
"580",72.955,"BEN_3051","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3051"
"581",137.851,"BEN_3051","Rock_cook","Labridae","Centrolabrus",126961,"3051"
"582",142.696,"BEN_3051","Rock_cook","Labridae","Centrolabrus",126961,"3051"
"583",264.09,"BEN_3051","Pollack","Gadidae","Pollachius",126440,"3051"
"584",293.957,"BEN_3051","Pollack","Gadidae","Pollachius",126440,"3051"
"585",201.685,"BEN_3051","Cuckoo_wrasse","Labridae","Labrus",151501,"3051"
"586",205.183,"BEN_3051","Cuckoo_wrasse","Labridae","Labrus",151501,"3051"
"587",279.294,"BEN_3051","Cuckoo_wrasse","Labridae","Labrus",151501,"3051"
"588",265.443,"BEN_3051","Cuckoo_wrasse","Labridae","Labrus",151501,"3051"
"589",555.622,"BEN_3051","Nursehound","Scyliorhinidae","Scyliorhinus",105814,"3051"
"590",98.611,"BEN_3051","Common_spiny_lobster","Palinuridae","Palinurus",107703,"3051"
"591",451.785,"BEN_3051","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3051"
"592",119.434,"BEN_3053","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3053"
"593",405.788,"BEN_3053","Pollack","Gadidae","Pollachius",126440,"3053"
"594",412.018,"BEN_3053","Pollack","Gadidae","Pollachius",126440,"3053"
"595",144.84,"BEN_3053","Common_spiny_lobster","Palinuridae","Palinurus",107703,"3053"
"596",962.862,"BEN_3053","Nursehound","Scyliorhinidae","Scyliorhinus",105814,"3053"
"597",698.473,"BEN_3053","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3053"
"598",584.202,"BEN_3053","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3053"
"599",312.927,"BEN_3053","Ballan_wrasse","Labridae","Labrus",126965,"3053"
"600",270.185,"BEN_3053","Cuckoo_wrasse","Labridae","Labrus",151501,"3053"
"601",225.046,"BEN_3053","Cuckoo_wrasse","Labridae","Labrus",151501,"3053"
"602",178.414,"BEN_3053","Cuckoo_wrasse","Labridae","Labrus",151501,"3053"
"603",152.877,"BEN_3056","Edible_crab","Cancridae","Cancer",107276,"3056"
"604",174.304,"BEN_3056","Pollack","Gadidae","Pollachius",126440,"3056"
"605",205.445,"BEN_3056","Atlantic_mackerel","Scombridae","Scomber",127023,"3056"
"606",244.36,"BEN_3056","Atlantic_mackerel","Scombridae","Scomber",127023,"3056"
"607",268.537,"BEN_3056","Atlantic_mackerel","Scombridae","Scomber",127023,"3056"
"608",227.233,"BEN_3056","Atlantic_mackerel","Scombridae","Scomber",127023,"3056"
"609",174.336,"BEN_3056","Spiny_spider_crab","Majidae","Maja",107347,"3056"
"610",694.683,"BEN_3057","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3057"
"611",221.493,"BEN_3057","John_dory","Zeidae","Zeus",127427,"3057"
"612",118.37,"BEN_3057","Edible_crab","Cancridae","Cancer",107276,"3057"
"613",132.619,"BEN_3057","Edible_crab","Cancridae","Cancer",107276,"3057"
"614",280.691,"BEN_3057","Whiting","Gadidae","Merlangius",126438,"3057"
"615",348.861,"BEN_3057","Whiting","Gadidae","Merlangius",126438,"3057"
"616",118.323,"BEN_3057","Spiny_spider_crab","Majidae","Maja",107347,"3057"
"617",317.845,"BEN_3057","Grey_gurnard","Triglidae","Eutrigla",150637,"3057"
"618",442.682,"BEN_3057","Tub_gurnard","Triglidae","Chelidonichthys",127262,"3057"
"619",296.596,"BEN_3057","Common_sole","Soleidae","Solea",127160,"3057"
"620",264.182,"BEN_3059","Pollack","Gadidae","Pollachius",126440,"3059"
"621",284.806,"BEN_3059","Pollack","Gadidae","Pollachius",126440,"3059"
"622",704.682,"BEN_3059","Pollack","Gadidae","Pollachius",126440,"3059"
"623",104.27,"BEN_3059","Poor_cod","Gadidae","Trisopterus",126445,"3059"
"624",324.391,"BEN_3059","John_dory","Zeidae","Zeus",127427,"3059"
"625",168.759,"BEN_3059","Cuckoo_wrasse","Labridae","Labrus",151501,"3059"
"626",356.426,"BEN_3059","Cuckoo_wrasse","Labridae","Labrus",151501,"3059"
"627",289.925,"BEN_3059","Cuckoo_wrasse","Labridae","Labrus",151501,"3059"
"628",144.029,"BEN_3059","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3059"
"629",382.357,"BEN_3059","Ballan_wrasse","Labridae","Labrus",126965,"3059"
"630",111.971,"BEN_3061","Cuckoo_wrasse","Labridae","Labrus",151501,"3061"
"631",79.259,"BEN_3061","Cuckoo_wrasse","Labridae","Labrus",151501,"3061"
"632",193.385,"BEN_3061","Cuckoo_wrasse","Labridae","Labrus",151501,"3061"
"633",498.274,"BEN_3061","Pollack","Gadidae","Pollachius",126440,"3061"
"634",135.87,"BEN_3061","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3061"
"635",131.632,"BEN_3061","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3061"
"636",114.049,"BEN_3061","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3061"
"637",145.901,"BEN_3061","Common_spiny_lobster","Palinuridae","Palinurus",107703,"3061"
"638",743.931,"BEN_3061","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3061"
"639",714.456,"BEN_3061","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3061"
"640",339.122,"BEN_3062","Pollack","Gadidae","Pollachius",126440,"3062"
"641",383.919,"BEN_3062","Pollack","Gadidae","Pollachius",126440,"3062"
"642",272.706,"BEN_3062","Pollack","Gadidae","Pollachius",126440,"3062"
"643",378.351,"BEN_3062","Pollack","Gadidae","Pollachius",126440,"3062"
"644",300.261,"BEN_3062","Pollack","Gadidae","Pollachius",126440,"3062"
"645",379.34,"BEN_3062","Pollack","Gadidae","Pollachius",126440,"3062"
"646",185.62,"BEN_3062","Ballan_wrasse","Labridae","Labrus",126965,"3062"
"647",147.737,"BEN_3062","Ballan_wrasse","Labridae","Labrus",126965,"3062"
