"","GRTS_ID","Species","MaxN","deployment_ID","Code","Time (HMS)","OpCode","TapeReader","Family","Genus","Has fed","Species_latin","Order","Functional_group","Simplified_functional_group","Commercial_group","ID","VIDEO_ID.x","Date","Stereo / mono","RIG","Target Habitat","Broadscale_habitat","Mixed","Main Habitat","Secondary Habitat","Relief score","Analysed","Lat","Lon","Time.IN (BST)","Time.OUT (BST)","Depth (m).x","Temp (c).x","GTRS Latitude","GTRS Longitude","Time of high tide","Height of tide","Time of low tide","Bait.x","ALT_ID.x","VIDEO_ID.y","Broadscale","Depth (m).y","Temp (c).y","GTRS Latit","GTRS Longi","Time of hi","Height of","Time of lo","Height o_1","Bait.y","ALT_ID.y","Aspect_mean","Slope_mean","Rug_mean","Rug_range","Remoteness","MCZ Status","SAC Status","Exposure","Time_settled","end","obs_time"
"175",27,"Small_spotted_catshark",1,"3092",105815,00:06:46,"BEN_3092","OE","Scyliorhinidae","Scyliorhinus","No","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays","147","BEN_3092","17/05/2023","Stereo","267","Subtidal_sediments","Subtidal sediments","Y","Subtidal_sediments","Kelp","0","Y","49.90593","-6.33728","13:32:00","14:41:00","17.9","12.8","49.90583073","-6.337145488","16:08:00","5.2","NA","250 MACKEREL","N","BEN_3092","Subtidal_sediments","17.9","12.8","49.90583073","-6.337145488","16:08:00","5.2","NA","NA","250 MACKEREL","N","124.0264377","0.712054119","0.792824378","1.307531908","844.3","0","1","34","00:00:51",2024-12-04 01:00:51,2024-12-04 00:06:46
"176",27,"Spiny_spider_crab",1,"3092",107347,00:54:37,"BEN_3092","OE","Majidae","Maja","No","Maja brachydactyla","Decapoda","Lobsters, crabs","Crustaceans","Crustaceans","147","BEN_3092","17/05/2023","Stereo","267","Subtidal_sediments","Subtidal sediments","Y","Subtidal_sediments","Kelp","0","Y","49.90593","-6.33728","13:32:00","14:41:00","17.9","12.8","49.90583073","-6.337145488","16:08:00","5.2","NA","250 MACKEREL","N","BEN_3092","Subtidal_sediments","17.9","12.8","49.90583073","-6.337145488","16:08:00","5.2","NA","NA","250 MACKEREL","N","124.0264377","0.712054119","0.792824378","1.307531908","844.3","0","1","34","00:00:51",2024-12-04 01:00:51,2024-12-04 00:54:37
"177",28,"Dog_whelk",7,"3078",140403,00:18:13,"BEN_3078","OE","Muricidae","Nucella","No","Nucella lapillus","Neogastropoda","Other demersal invertebrates","Demersal invertebrates","Molluscs","134","BEN_3078","22/09/2022","Mono","Mono","Subtidal_sediments","Subtidal sediments","N","Subtidal_sediments"," ","0","Y","49.960796","-6.29337","13:16:00","14:26:00","2.6","15.7","49.94364067","-6.352445479","15:49:00","4.8","NA","250 MACKEREL","N","BEN_3078","Subtidal_sediments","2.6","15.7","49.94364067","-6.352445479","15:49:00","4.8","NA","NA","250 MACKEREL","N","174.9055844","0.464396322","0.504825626","0.811177354","170.4","0","1","84.9","00:00:46",2024-12-04 01:00:46,2024-12-04 00:18:13
"178",28,"Hermet_crab",1,"3078",107232,00:23:45,"BEN_3078","OE","Paguridae","Pagurus","No","Pagurus bernhardus","Decapoda","Lobsters, crabs","Crustaceans","Crustaceans","134","BEN_3078","22/09/2022","Mono","Mono","Subtidal_sediments","Subtidal sediments","N","Subtidal_sediments"," ","0","Y","49.960796","-6.29337","13:16:00","14:26:00","2.6","15.7","49.94364067","-6.352445479","15:49:00","4.8","NA","250 MACKEREL","N","BEN_3078","Subtidal_sediments","2.6","15.7","49.94364067","-6.352445479","15:49:00","4.8","NA","NA","250 MACKEREL","N","174.9055844","0.464396322","0.504825626","0.811177354","170.4","0","1","84.9","00:00:46",2024-12-04 01:00:46,2024-12-04 00:23:45
"179",28,"Lesser_sandeel",30,"3078",126752,00:14:29,"BEN_3078","OE","Ammodytidae","Ammodytes","No","Ammodytes tobianus","Trachiniformes","Small demersals (<30 cm)","Demersal fish","Other fishes & inverts","134","BEN_3078","22/09/2022","Mono","Mono","Subtidal_sediments","Subtidal sediments","N","Subtidal_sediments"," ","0","Y","49.960796","-6.29337","13:16:00","14:26:00","2.6","15.7","49.94364067","-6.352445479","15:49:00","4.8","NA","250 MACKEREL","N","BEN_3078","Subtidal_sediments","2.6","15.7","49.94364067","-6.352445479","15:49:00","4.8","NA","NA","250 MACKEREL","N","174.9055844","0.464396322","0.504825626","0.811177354","170.4","0","1","84.9","00:00:46",2024-12-04 01:00:46,2024-12-04 00:14:29
"180",28,"Sand_goby",4,"3078",126928,00:01:31,"BEN_3078","OE","Gobiidae","Pomatoschistus","No","Pomatoschistus minutus","Gobiiformes","Small demersals (<30 cm)","Demersal fish","Perch likes","134","BEN_3078","22/09/2022","Mono","Mono","Subtidal_sediments","Subtidal sediments","N","Subtidal_sediments"," ","0","Y","49.960796","-6.29337","13:16:00","14:26:00","2.6","15.7","49.94364067","-6.352445479","15:49:00","4.8","NA","250 MACKEREL","N","BEN_3078","Subtidal_sediments","2.6","15.7","49.94364067","-6.352445479","15:49:00","4.8","NA","NA","250 MACKEREL","N","174.9055844","0.464396322","0.504825626","0.811177354","170.4","0","1","84.9","00:00:46",2024-12-04 01:00:46,2024-12-04 00:01:31
"181",28,"Shore_crab",4,"3078",107381,00:03:42,"BEN_3078","OE","Carcinidae","Carcinus","No","Carcinus maenas","Decapoda","Lobsters, crabs","Crustaceans","Crustaceans","134","BEN_3078","22/09/2022","Mono","Mono","Subtidal_sediments","Subtidal sediments","N","Subtidal_sediments"," ","0","Y","49.960796","-6.29337","13:16:00","14:26:00","2.6","15.7","49.94364067","-6.352445479","15:49:00","4.8","NA","250 MACKEREL","N","BEN_3078","Subtidal_sediments","2.6","15.7","49.94364067","-6.352445479","15:49:00","4.8","NA","NA","250 MACKEREL","N","174.9055844","0.464396322","0.504825626","0.811177354","170.4","0","1","84.9","00:00:46",2024-12-04 01:00:46,2024-12-04 00:03:42
"182",28,"juvenile_spp",3,"3078",5,00:09:25,"BEN_3078","OE","Other","juvenile_spp","No","NA","NA","NA","NA","NA","134","BEN_3078","22/09/2022","Mono","Mono","Subtidal_sediments","Subtidal sediments","N","Subtidal_sediments"," ","0","Y","49.960796","-6.29337","13:16:00","14:26:00","2.6","15.7","49.94364067","-6.352445479","15:49:00","4.8","NA","250 MACKEREL","N","BEN_3078","Subtidal_sediments","2.6","15.7","49.94364067","-6.352445479","15:49:00","4.8","NA","NA","250 MACKEREL","N","174.9055844","0.464396322","0.504825626","0.811177354","170.4","0","1","84.9","00:00:46",2024-12-04 01:00:46,2024-12-04 00:09:25
"183",29,"Ballan_wrasse",1,"2082",126965,00:05:46,"BEN_2082","OE","Labridae","Labrus","No","Labrus bergylta","Labriformes","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes","110","BEN_2082","26/08/2022","Stereo","3","Subtidal_seagrass","Subtidal seagrass","N","Subtidal_seagrass","","0","Y","49.9488","-6.26427","17:20:00","18:32:00","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","250 MACKEREL","PAM_2082","BEN_2082","Subtidal_seagrass","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","NA","250 MACKEREL","PAM_2082","93.32713346","1.511253241","1.656237319","2.88067615","1159.5","1","1","3.3","00:05:42",2024-12-04 01:05:42,2024-12-04 00:05:46
"184",29,"Black_seabream",1,"2082",127066,00:19:20,"BEN_2082","OE","Sparidae","Spondyliosoma","No","Spondyliosoma cantharus","Perciformes","Medium demersals (30 - 89 cm)","Demersal fish","Perch likes","110","BEN_2082","26/08/2022","Stereo","3","Subtidal_seagrass","Subtidal seagrass","N","Subtidal_seagrass","","0","Y","49.9488","-6.26427","17:20:00","18:32:00","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","250 MACKEREL","PAM_2082","BEN_2082","Subtidal_seagrass","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","NA","250 MACKEREL","PAM_2082","93.32713346","1.511253241","1.656237319","2.88067615","1159.5","1","1","3.3","00:05:42",2024-12-04 01:05:42,2024-12-04 00:19:20
"185",29,"Corkwing_wrasse",4,"2082",273571,00:59:32,"BEN_2082","OE","Labridae","Symphodus","No","Symphodus melops","Labriformes","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes","110","BEN_2082","26/08/2022","Stereo","3","Subtidal_seagrass","Subtidal seagrass","N","Subtidal_seagrass","","0","Y","49.9488","-6.26427","17:20:00","18:32:00","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","250 MACKEREL","PAM_2082","BEN_2082","Subtidal_seagrass","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","NA","250 MACKEREL","PAM_2082","93.32713346","1.511253241","1.656237319","2.88067615","1159.5","1","1","3.3","00:05:42",2024-12-04 01:05:42,2024-12-04 00:59:32
"186",29,"Dog_whelk",2,"2082",140403,00:35:14,"BEN_2082","OE","Muricidae","Nucella","No","Nucella lapillus","Neogastropoda","Other demersal invertebrates","Demersal invertebrates","Molluscs","110","BEN_2082","26/08/2022","Stereo","3","Subtidal_seagrass","Subtidal seagrass","N","Subtidal_seagrass","","0","Y","49.9488","-6.26427","17:20:00","18:32:00","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","250 MACKEREL","PAM_2082","BEN_2082","Subtidal_seagrass","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","NA","250 MACKEREL","PAM_2082","93.32713346","1.511253241","1.656237319","2.88067615","1159.5","1","1","3.3","00:05:42",2024-12-04 01:05:42,2024-12-04 00:35:14
"187",29,"Pollack",3,"2082",126440,00:24:33,"BEN_2082","OE","Gadidae","Pollachius","No","Pollachius pollachius","Gadiformes","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes","110","BEN_2082","26/08/2022","Stereo","3","Subtidal_seagrass","Subtidal seagrass","N","Subtidal_seagrass","","0","Y","49.9488","-6.26427","17:20:00","18:32:00","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","250 MACKEREL","PAM_2082","BEN_2082","Subtidal_seagrass","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","NA","250 MACKEREL","PAM_2082","93.32713346","1.511253241","1.656237319","2.88067615","1159.5","1","1","3.3","00:05:42",2024-12-04 01:05:42,2024-12-04 00:24:33
"188",29,"Red_mullet",3,"2082",126986,01:03:07,"BEN_2082","OE","Mullidae","Mullus","No","Mullus surmuletus","Perciformes","Medium demersals (30 - 89 cm)","Demersal fish","Perch likes","110","BEN_2082","26/08/2022","Stereo","3","Subtidal_seagrass","Subtidal seagrass","N","Subtidal_seagrass","","0","Y","49.9488","-6.26427","17:20:00","18:32:00","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","250 MACKEREL","PAM_2082","BEN_2082","Subtidal_seagrass","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","NA","250 MACKEREL","PAM_2082","93.32713346","1.511253241","1.656237319","2.88067615","1159.5","1","1","3.3","00:05:42",2024-12-04 01:05:42,2024-12-04 01:03:07
"189",29,"Rock_cook",1,"2082",126961,00:08:40,"BEN_2082","OE","Labridae","Centrolabrus","No","Centrolabrus exoletus","Labriformes","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes","110","BEN_2082","26/08/2022","Stereo","3","Subtidal_seagrass","Subtidal seagrass","N","Subtidal_seagrass","","0","Y","49.9488","-6.26427","17:20:00","18:32:00","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","250 MACKEREL","PAM_2082","BEN_2082","Subtidal_seagrass","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","NA","250 MACKEREL","PAM_2082","93.32713346","1.511253241","1.656237319","2.88067615","1159.5","1","1","3.3","00:05:42",2024-12-04 01:05:42,2024-12-04 00:08:40
"190",29,"juvenile_spp",100,"2082",5,00:07:31,"BEN_2082","OE","Other","juvenile_spp","No","NA","NA","NA","NA","NA","110","BEN_2082","26/08/2022","Stereo","3","Subtidal_seagrass","Subtidal seagrass","N","Subtidal_seagrass","","0","Y","49.9488","-6.26427","17:20:00","18:32:00","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","250 MACKEREL","PAM_2082","BEN_2082","Subtidal_seagrass","6","16.5","49.94841499","-6.26449354","17:26:00","5.2","NA","NA","250 MACKEREL","PAM_2082","93.32713346","1.511253241","1.656237319","2.88067615","1159.5","1","1","3.3","00:05:42",2024-12-04 01:05:42,2024-12-04 00:07:31
"191",30,"Common_dragonet",1,"3221",126792,00:45:03,"BEN_3221","OE","Callionymidae","Callionymus","No","Callionymus lyra","Perciformes","Small demersals (<30 cm)","Demersal fish","Perch likes","268","BEN_3221","13/07/2023","Stereo","5","Subtidal_sediments","Infralittoral rock","Y","Mixed_faunal_turf","Subtidal_sediments","1","Y","49.91486","-6.34035","13:48:00","15:05:00","20.1","15.3","49.91766226","-6.332419289","14:22:00","4.5","NA","250 MACKEREL","N","BEN_3221","Infralittoral_rock","20.1","15.3","49.91766226","-6.332419289","14:22:00","4.5","NA","NA","250 MACKEREL","N","195.1835523","0.219579302","0.253197215","0.459939279","932.9","0","1","105.2","00:02:08",2024-12-04 01:02:08,2024-12-04 00:45:03
"192",30,"Edible_crab",1,"3221",107276,00:11:23,"BEN_3221","OE","Cancridae","Cancer","No","Cancer pagurus","Decapoda","Lobsters, crabs","Crustaceans","Crustaceans","268","BEN_3221","13/07/2023","Stereo","5","Subtidal_sediments","Infralittoral rock","Y","Mixed_faunal_turf","Subtidal_sediments","1","Y","49.91486","-6.34035","13:48:00","15:05:00","20.1","15.3","49.91766226","-6.332419289","14:22:00","4.5","NA","250 MACKEREL","N","BEN_3221","Infralittoral_rock","20.1","15.3","49.91766226","-6.332419289","14:22:00","4.5","NA","NA","250 MACKEREL","N","195.1835523","0.219579302","0.253197215","0.459939279","932.9","0","1","105.2","00:02:08",2024-12-04 01:02:08,2024-12-04 00:11:23
"193",30,"Lesser_sandeel",3,"3221",126752,00:28:09,"BEN_3221","OE","Ammodytidae","Ammodytes","No","Ammodytes tobianus","Trachiniformes","Small demersals (<30 cm)","Demersal fish","Other fishes & inverts","268","BEN_3221","13/07/2023","Stereo","5","Subtidal_sediments","Infralittoral rock","Y","Mixed_faunal_turf","Subtidal_sediments","1","Y","49.91486","-6.34035","13:48:00","15:05:00","20.1","15.3","49.91766226","-6.332419289","14:22:00","4.5","NA","250 MACKEREL","N","BEN_3221","Infralittoral_rock","20.1","15.3","49.91766226","-6.332419289","14:22:00","4.5","NA","NA","250 MACKEREL","N","195.1835523","0.219579302","0.253197215","0.459939279","932.9","0","1","105.2","00:02:08",2024-12-04 01:02:08,2024-12-04 00:28:09
"194",30,"Small_spotted_catshark",1,"3221",105815,00:12:41,"BEN_3221","OE","Scyliorhinidae","Scyliorhinus","No","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays","268","BEN_3221","13/07/2023","Stereo","5","Subtidal_sediments","Infralittoral rock","Y","Mixed_faunal_turf","Subtidal_sediments","1","Y","49.91486","-6.34035","13:48:00","15:05:00","20.1","15.3","49.91766226","-6.332419289","14:22:00","4.5","NA","250 MACKEREL","N","BEN_3221","Infralittoral_rock","20.1","15.3","49.91766226","-6.332419289","14:22:00","4.5","NA","NA","250 MACKEREL","N","195.1835523","0.219579302","0.253197215","0.459939279","932.9","0","1","105.2","00:02:08",2024-12-04 01:02:08,2024-12-04 00:12:41
"195",30,"juvenile_spp",50,"3221",5,00:28:22,"BEN_3221","OE","Other","juvenile_spp","No","NA","NA","NA","NA","NA","268","BEN_3221","13/07/2023","Stereo","5","Subtidal_sediments","Infralittoral rock","Y","Mixed_faunal_turf","Subtidal_sediments","1","Y","49.91486","-6.34035","13:48:00","15:05:00","20.1","15.3","49.91766226","-6.332419289","14:22:00","4.5","NA","250 MACKEREL","N","BEN_3221","Infralittoral_rock","20.1","15.3","49.91766226","-6.332419289","14:22:00","4.5","NA","NA","250 MACKEREL","N","195.1835523","0.219579302","0.253197215","0.459939279","932.9","0","1","105.2","00:02:08",2024-12-04 01:02:08,2024-12-04 00:28:22
"196",31,"Ballan_wrasse",2,"2059",126965,00:36:27,"2059","OE","Labridae","Labrus","No","Labrus bergylta","Labriformes","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes","96","BEN_2059","24/08/2022","Stereo","4","Infralittoral_rock","Infralittoral rock","N","Kelp","","1","Y","49.9552","-6.28671","13:15:00","14:28:00","2.9","16.4","49.95410084","-6.292819613","16:13:00","4.8","NA","250 MACKEREL","PAM_2059","BEN_2059","Infralittoral_rock","2.9","16.4","49.95410084","-6.292819613","16:13:00","4.8","NA","NA","250 MACKEREL","PAM_2059","170.1765341","0.664357524","0.790643932","2.785302237","195.3","1","1","80.2","00:03:55",2024-12-04 01:03:55,2024-12-04 00:36:27
"197",31,"Corkwing_wrasse",2,"2059",273571,00:20:07,"2059","OE","Labridae","Symphodus","No","Symphodus melops","Labriformes","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes","96","BEN_2059","24/08/2022","Stereo","4","Infralittoral_rock","Infralittoral rock","N","Kelp","","1","Y","49.9552","-6.28671","13:15:00","14:28:00","2.9","16.4","49.95410084","-6.292819613","16:13:00","4.8","NA","250 MACKEREL","PAM_2059","BEN_2059","Infralittoral_rock","2.9","16.4","49.95410084","-6.292819613","16:13:00","4.8","NA","NA","250 MACKEREL","PAM_2059","170.1765341","0.664357524","0.790643932","2.785302237","195.3","1","1","80.2","00:03:55",2024-12-04 01:03:55,2024-12-04 00:20:07
"198",31,"Edible_crab",1,"2059",107276,00:18:42,"2059","OE","Cancridae","Cancer","No","Cancer pagurus","Decapoda","Lobsters, crabs","Crustaceans","Crustaceans","96","BEN_2059","24/08/2022","Stereo","4","Infralittoral_rock","Infralittoral rock","N","Kelp","","1","Y","49.9552","-6.28671","13:15:00","14:28:00","2.9","16.4","49.95410084","-6.292819613","16:13:00","4.8","NA","250 MACKEREL","PAM_2059","BEN_2059","Infralittoral_rock","2.9","16.4","49.95410084","-6.292819613","16:13:00","4.8","NA","NA","250 MACKEREL","PAM_2059","170.1765341","0.664357524","0.790643932","2.785302237","195.3","1","1","80.2","00:03:55",2024-12-04 01:03:55,2024-12-04 00:18:42
"199",31,"Pollack",3,"2059",126440,00:24:51,"2059","OE","Gadidae","Pollachius","No","Pollachius pollachius","Gadiformes","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes","96","BEN_2059","24/08/2022","Stereo","4","Infralittoral_rock","Infralittoral rock","N","Kelp","","1","Y","49.9552","-6.28671","13:15:00","14:28:00","2.9","16.4","49.95410084","-6.292819613","16:13:00","4.8","NA","250 MACKEREL","PAM_2059","BEN_2059","Infralittoral_rock","2.9","16.4","49.95410084","-6.292819613","16:13:00","4.8","NA","NA","250 MACKEREL","PAM_2059","170.1765341","0.664357524","0.790643932","2.785302237","195.3","1","1","80.2","00:03:55",2024-12-04 01:03:55,2024-12-04 00:24:51
"200",31,"Red_mullet",2,"2059",126986,00:48:26,"2059","OE","Mullidae","Mullus","No","Mullus surmuletus","Perciformes","Medium demersals (30 - 89 cm)","Demersal fish","Perch likes","96","BEN_2059","24/08/2022","Stereo","4","Infralittoral_rock","Infralittoral rock","N","Kelp","","1","Y","49.9552","-6.28671","13:15:00","14:28:00","2.9","16.4","49.95410084","-6.292819613","16:13:00","4.8","NA","250 MACKEREL","PAM_2059","BEN_2059","Infralittoral_rock","2.9","16.4","49.95410084","-6.292819613","16:13:00","4.8","NA","NA","250 MACKEREL","PAM_2059","170.1765341","0.664357524","0.790643932","2.785302237","195.3","1","1","80.2","00:03:55",2024-12-04 01:03:55,2024-12-04 00:48:26
"201",31,"juvenile_spp",50,"2059",5,00:42:49,"2059","OE","Other","juvenile_spp","No","NA","NA","NA","NA","NA","96","BEN_2059","24/08/2022","Stereo","4","Infralittoral_rock","Infralittoral rock","N","Kelp","","1","Y","49.9552","-6.28671","13:15:00","14:28:00","2.9","16.4","49.95410084","-6.292819613","16:13:00","4.8","NA","250 MACKEREL","PAM_2059","BEN_2059","Infralittoral_rock","2.9","16.4","49.95410084","-6.292819613","16:13:00","4.8","NA","NA","250 MACKEREL","PAM_2059","170.1765341","0.664357524","0.790643932","2.785302237","195.3","1","1","80.2","00:03:55",2024-12-04 01:03:55,2024-12-04 00:42:49
"202",32,"Ballan_wrasse",2,"3003",126965,00:22:35,"BEN_3003","OE","Labridae","Labrus","No","Labrus bergylta","Labriformes","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes","27","BEN_3003","14/06/2022","Mono","Mono","Subtidal_sediments","Circalittoral rock","N","Circalittoral_rock","Mixed_faunal_turf","3","Y","49.90117","-6.40966","16:27:00","17:47:00","26.7","13.1","49.90179379","-6.409706889","17:28:00","5.69","NA","250 MACKEREL","MSC_1066","BEN_3003","Circalittoral_rock","26.7","13.1","49.90179379","-6.409706889","17:28:00","5.69","NA","NA","250 MACKEREL","MSC_1066","194.4539895","1.97880424","2.347704946","7.799078286","3796","0","1","104.5","00:01:04",2024-12-04 01:01:04,2024-12-04 00:22:35
"203",32,"Conger_eel",1,"3003",126285,00:42:49,"BEN_3003","OE","Congridae","Conger","No","Conger conger","Anguilliformes","Large demersals (>=90 cm)","Demersal fish","Other fishes & inverts","27","BEN_3003","14/06/2022","Mono","Mono","Subtidal_sediments","Circalittoral rock","N","Circalittoral_rock","Mixed_faunal_turf","3","Y","49.90117","-6.40966","16:27:00","17:47:00","26.7","13.1","49.90179379","-6.409706889","17:28:00","5.69","NA","250 MACKEREL","MSC_1066","BEN_3003","Circalittoral_rock","26.7","13.1","49.90179379","-6.409706889","17:28:00","5.69","NA","NA","250 MACKEREL","MSC_1066","194.4539895","1.97880424","2.347704946","7.799078286","3796","0","1","104.5","00:01:04",2024-12-04 01:01:04,2024-12-04 00:42:49
"204",32,"Cuckoo_wrasse",3,"3003",151501,00:23:37,"BEN_3003","OE","Labridae","Labrus","No","Labrus mixtus","Labriformes","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes","27","BEN_3003","14/06/2022","Mono","Mono","Subtidal_sediments","Circalittoral rock","N","Circalittoral_rock","Mixed_faunal_turf","3","Y","49.90117","-6.40966","16:27:00","17:47:00","26.7","13.1","49.90179379","-6.409706889","17:28:00","5.69","NA","250 MACKEREL","MSC_1066","BEN_3003","Circalittoral_rock","26.7","13.1","49.90179379","-6.409706889","17:28:00","5.69","NA","NA","250 MACKEREL","MSC_1066","194.4539895","1.97880424","2.347704946","7.799078286","3796","0","1","104.5","00:01:04",2024-12-04 01:01:04,2024-12-04 00:23:37
"205",32,"Goldsinny_wrasse",1,"3003",126964,00:11:24,"BEN_3003","OE","Labridae","Ctenolabrus","No","Ctenolabrus rupestris","Labriformes","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes","27","BEN_3003","14/06/2022","Mono","Mono","Subtidal_sediments","Circalittoral rock","N","Circalittoral_rock","Mixed_faunal_turf","3","Y","49.90117","-6.40966","16:27:00","17:47:00","26.7","13.1","49.90179379","-6.409706889","17:28:00","5.69","NA","250 MACKEREL","MSC_1066","BEN_3003","Circalittoral_rock","26.7","13.1","49.90179379","-6.409706889","17:28:00","5.69","NA","NA","250 MACKEREL","MSC_1066","194.4539895","1.97880424","2.347704946","7.799078286","3796","0","1","104.5","00:01:04",2024-12-04 01:01:04,2024-12-04 00:11:24
"206",32,"Pollack",2,"3003",126440,00:22:36,"BEN_3003","OE","Gadidae","Pollachius","No","Pollachius pollachius","Gadiformes","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes","27","BEN_3003","14/06/2022","Mono","Mono","Subtidal_sediments","Circalittoral rock","N","Circalittoral_rock","Mixed_faunal_turf","3","Y","49.90117","-6.40966","16:27:00","17:47:00","26.7","13.1","49.90179379","-6.409706889","17:28:00","5.69","NA","250 MACKEREL","MSC_1066","BEN_3003","Circalittoral_rock","26.7","13.1","49.90179379","-6.409706889","17:28:00","5.69","NA","NA","250 MACKEREL","MSC_1066","194.4539895","1.97880424","2.347704946","7.799078286","3796","0","1","104.5","00:01:04",2024-12-04 01:01:04,2024-12-04 00:22:36
"207",32,"Poor_cod",1,"3003",126445,00:07:23,"BEN_3003","OE","Gadidae","Trisopterus","No","Trisopterus luscus","Gadiformes","Small demersals (<30 cm)","Demersal fish","Perch likes","27","BEN_3003","14/06/2022","Mono","Mono","Subtidal_sediments","Circalittoral rock","N","Circalittoral_rock","Mixed_faunal_turf","3","Y","49.90117","-6.40966","16:27:00","17:47:00","26.7","13.1","49.90179379","-6.409706889","17:28:00","5.69","NA","250 MACKEREL","MSC_1066","BEN_3003","Circalittoral_rock","26.7","13.1","49.90179379","-6.409706889","17:28:00","5.69","NA","NA","250 MACKEREL","MSC_1066","194.4539895","1.97880424","2.347704946","7.799078286","3796","0","1","104.5","00:01:04",2024-12-04 01:01:04,2024-12-04 00:07:23
"208",33,"Atlantic_bluefin_tuna",1,"3232",127029,00:48:44,"BEN_3232","OE","Scombridae","Thunnus","No","Thunnus thynnus","Scombriformes","Large pelagics (>=90 cm)","Pelagic fish","Tuna & billfishes","279","BEN_3232","23/08/2023","Stereo","3","Subtidal_sediments","Circalittoral rock","N","Circalittoral_rock","","3","Y","50.04434","-6.13296","09:40:00","10:52:00","37.3","15.4","50.04676435","-6.130430416","09:27:00","4.8","NA","250 MACKEREL","N","BEN_3232","Circalittoral_rock","37.3","15.4","50.04676435","-6.130430416","09:27:00","4.8","NA","NA","250 MACKEREL","N","281.1439517","11.20239917","2.799479791","5.124132395","12729.6","0","0","168.9","00:02:41",2024-12-04 01:02:41,2024-12-04 00:48:44
"209",33,"Atlantic_mackerel",1000,"3232",127023,00:04:45,"BEN_3232","OE","Scombridae","Scomber","No","Scomber scombrus","Scombriformes","Medium pelagics (30 - 89 cm)","Pelagic fish","Perch likes","279","BEN_3232","23/08/2023","Stereo","3","Subtidal_sediments","Circalittoral rock","N","Circalittoral_rock","","3","Y","50.04434","-6.13296","09:40:00","10:52:00","37.3","15.4","50.04676435","-6.130430416","09:27:00","4.8","NA","250 MACKEREL","N","BEN_3232","Circalittoral_rock","37.3","15.4","50.04676435","-6.130430416","09:27:00","4.8","NA","NA","250 MACKEREL","N","281.1439517","11.20239917","2.799479791","5.124132395","12729.6","0","0","168.9","00:02:41",2024-12-04 01:02:41,2024-12-04 00:04:45
"210",33,"Ballan_wrasse",2,"3232",126965,00:23:28,"BEN_3232","OE","Labridae","Labrus","No","Labrus bergylta","Labriformes","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes","279","BEN_3232","23/08/2023","Stereo","3","Subtidal_sediments","Circalittoral rock","N","Circalittoral_rock","","3","Y","50.04434","-6.13296","09:40:00","10:52:00","37.3","15.4","50.04676435","-6.130430416","09:27:00","4.8","NA","250 MACKEREL","N","BEN_3232","Circalittoral_rock","37.3","15.4","50.04676435","-6.130430416","09:27:00","4.8","NA","NA","250 MACKEREL","N","281.1439517","11.20239917","2.799479791","5.124132395","12729.6","0","0","168.9","00:02:41",2024-12-04 01:02:41,2024-12-04 00:23:28
